Date,Headlines
"Mon, Jun. 24, 2013","Facebook (FB -3.3%) is indeed working on a reader app, and it's aimed at mobile devices, the WSJ..."
"Sun, Jun. 23, 2013",Facebook (NASDAQ:FB) accidentally shared the phone numbers and email addresses of 6M users to...
"Fri, Jun. 21, 2013",Instagram (NASDAQ:FB) users uploaded 5M video clips in the 24 hours following yesterday's launch...
"Fri, Jun. 21, 2013","Google (NASDAQ:GOOG) is preparing to launch Mine, a Google+ feature that allows users to create..."
"Fri, Jun. 21, 2013","Facebook (NASDAQ:FB) is upgraded to Buy with $30 price target and a $36 ""upside scenario"" at UBS..."
"Thu, Jun. 20, 2013",Instagram (NASDAQ:FB) officially adds video support for its iOS/Android apps: 13 filters will be...
"Thu, Jun. 20, 2013","Google (NASDAQ:GOOG), Microsoft (NASDAQ:MSFT), Facebook (NASDAQ:FB), and other Web giants are..."
"Thu, Jun. 20, 2013",Sheryl Sandberg uses a Reuters conference talk to dismiss speculation she will abandon Facebook...
"Wed, Jun. 19, 2013","Mark Zuckerberg (NASDAQ:FB) asked Samsung (OTC:SSNLF) to build a ""Facebook-friendly"" phone..."
"Wed, Jun. 19, 2013",Facebook (NASDAQ:FB) CEO Mark Zuckerberg has discussed potential partnerships with Samsung...
"Tue, Jun. 18, 2013","Facebook's (NASDAQ:FB) monthly active advertiser base is now above 1M, the social networking..."
"Tue, Jun. 18, 2013","Amazon (AMZN +1.2%) tries to profit from the growing use of Facebook (FB +2.8%) as a ""social..."
"Mon, Jun. 17, 2013","Instagram (NASDAQ:FB) will add video-sharing support on Thursday, TechCrunch reports. Such an..."
"Sun, Jun. 16, 2013","Facebook (NASDAQ:FB) has disclosed that it received 9,000-10,000 requests for information about..."
"Fri, Jun. 14, 2013","""A small team has been working on a big idea."" Thus reads an invite to a June 20 Facebook (FB..."
"Thu, Jun. 13, 2013",Facebook (NASDAQ:FB) is eliminating its sponsored search ads as part of its efforts to get rid...
"Thu, Jun. 13, 2013","Global mobile ad sales will grow 79% in 2013 to $15.8B, and Google (NASDAQ:GOOG) will account..."
"Wed, Jun. 12, 2013","#Longoverdue? Facebook (NASDAQ:FB) is finally adding hashtag support, with an eye towards..."
"Wed, Jun. 12, 2013","""About [2/3] of Facebook’s (NASDAQ:FB) users are now over 35. The average age of a..."
"Mon, Jun. 10, 2013","Stifel's Jordan Rohan upgrades Facebook (FB +4.1%) to Buy, sending shares back above $24. Rohan..."
"Sun, Jun. 09, 2013","Google (NASDAQ:GOOG) ""buying Waze is all defense but great defense wins championships,"" tweets..."
"Sun, Jun. 09, 2013","Google (NASDAQ:GOOG) is on the verge of closing a $1.3B acquisition of Waze, according to..."
"Sun, Jun. 09, 2013",Tech companies may be telling the truth by saying they have not provided the National Security...
"Fri, Jun. 07, 2013","Facebook (FB +1%) ad engagement is growing, says Morgan Stanley after conducting an analysis..."
"Fri, Jun. 07, 2013",Revelations over government electronic surveillance have widened to include several of the...
"Thu, Jun. 06, 2013","After unleashing a barrage of new ad products over the last 2 years, Facebook (NASDAQ:FB) is..."
"Tue, Jun. 04, 2013",Facebook (FB -1.1%) is upgrading its NYC presence in a big way: the social networking giant has...
"Mon, Jun. 03, 2013","Facebook (FB -1.9%) slumps once again after Wells Fargo resumes coverage with an Outperform, but..."
"Thu, May 30, 2013","Struggling Facebook (NASDAQ:FB) finds a couple of dip buyers, gaining 3.4% premarket as..."
"Wed, May 29, 2013","S&P's Scott Kessler goes contrarian on Facebook (FB -3.4%), upgrading shares to Buy in..."
"Wed, May 29, 2013","Mobile now makes up 15% of Web traffic, up from 10% a year ago, notes Mary Meeker in her latest..."
"Wed, May 29, 2013","Facebook Home (FB -1.9%) users have a ""bi-modal"" response to the platform, either loving it or..."
"Wed, May 29, 2013","Facebook's (FB -3%) buyout talks with Waze have fallen apart, sources tell AllThingsD. In-line..."
"Fri, May 24, 2013",There's no bounce today for Facebook (FB -3.5%) whose slide today takes the stock to a new YTD...
"Fri, May 24, 2013","Google (NASDAQ:GOOG) could reportedly enter the fray for Israeli start-up Waze, which provides a..."
"Wed, May 22, 2013",Pandora (P +1.85%) announces a new Facebook (NASDAQ:FB) Timeline app which lets users publish...
"Mon, May 20, 2013",Facebook (FB -2.1%) slides after Yahoo (YHOO +1.3%) confirms it's buying social blogging leader...
"Thu, May 16, 2013","Facebook (FB -1.5%) is down 3.6% over the last 2 days, possibly thanks to concerns about a..."
"Mon, May 13, 2013",Facebook (NASDAQ:FB) roundup: 1) Calcalist reports Facebook's buyout talks with Waze have...
"Sat, May 11, 2013","With bad user reviews piling up, Facebook Home (NASDAQ:FB) has fallen out of App Annie's top-100..."
"Fri, May 10, 2013",Facebook (NASDAQ:FB) is partnering with Nokia (NYSE:NOK) to offer free access to Facebook...
"Thu, May 09, 2013",Facebook (NASDAQ:FB) roundup: 1) AllThingsD backs up reports Facebook is in talks to buy Waze...
"Thu, May 09, 2013",Facebook (NASDAQ:FB) reportedly engages in advanced talks to buy Israeli start-up Waze for...
"Wed, May 08, 2013","Facebook (NASDAQ:FB) engineering director Josh Wiseman has left the company to ""work on a more..."
"Tue, May 07, 2013",Facebook (FB -2.5%) roundup: 1) Facebook has hired ad industry vet Nicola Mendelsohn to be its...
"Mon, May 06, 2013","The TD Ameritrade Investor Sentiment Index rose 0.23 points in March to 5.37, the 4th highest..."
"Mon, May 06, 2013",Facebook (FB -1.5%) underperforms after Barron's argues once again the social networking giant...
"Fri, May 03, 2013",Facebook (FB -2.1%) roundup: 1) Pivotal Research thinks Q1 results indicate Facebook's FBX ad...
"Thu, May 02, 2013",Facebook (FB +2.8%) rallies as the Street decides its Q1 mobile strength is more important than...
"Wed, May 01, 2013","Facebook's (NASDAQ:FB) ad impressions and prices respectively rose 39% and 3% Y/Y in Q1, Sheryl..."
"Wed, May 01, 2013","Facebook's (NASDAQ:FB) Q1 global ARPU was $1.15, -11% Q/Q (seasonality) and +15% Y/Y, the..."
"Wed, May 01, 2013","In tandem with its Q1 report, Facebook (NASDAQ:FB) discloses Chief Accounting Officer David..."
"Wed, May 01, 2013",More on Facebook: Monthly active users (MAUs) +5% Q/Q and +23% Y/Y in Q1 to 1.11B. Daily users...
"Wed, May 01, 2013",Facebook (NASDAQ:FB): Q1 EPS of $0.12 misses by $0.01. Revenue of $1.46B (+38% Y/Y) beats by...
"Wed, May 01, 2013",Some of the subjects likely to get scrutinized when Facebook (FB -1.5%) delivers its Q1 report...
"Wed, May 01, 2013","Notable earnings after Wednesday’ s close: ALL, ARI, ARR, ATML, ATO, ATW, AXLL, AXTI, BKD,..."
"Tue, Apr. 30, 2013","Notable earnings after Wednesday’ s close: ALL, ARI, ARR, ATML, ATO, ATW, AXLL, AXTI, BKD,..."
"Fri, Apr. 26, 2013","Facebook (NASDAQ:FB) Chief Executive Mark Zuckerberg has cut his annual pay to $1, according to..."
"Fri, Apr. 26, 2013",VC Jim Breyer will be resigning from Facebook's (NASDAQ:FB) board following its June 11...
"Fri, Apr. 26, 2013",An upgrade to Strong Buy from Raymond James' Aaron Kessler leads Facebook (FB +3.4%) to...
"Tue, Apr. 23, 2013","Still hungry to become a go-to source for local business info, Facebook (NASDAQ:FB) has..."
"Mon, Apr. 22, 2013","Goldman sees Facebook (FB +1%) delivering Q1 mobile ad sales of $382M, well above a consensus..."
"Mon, Apr. 22, 2013",Good and bad news for Facebook Home. The good: Home has seen over 500K installs in the Google...
"Wed, Apr. 17, 2013","Facebook (FB -1.4%) roundup: 1) Facebook is testing its first graph search ads. However, for the..."
"Tue, Apr. 16, 2013","Video ads are coming to Facebook (NASDAQ:FB), and if AdAge is right, they won't be cheap for..."
"Tue, Apr. 16, 2013","Facebook (FB +1.7%) roundup: 1) Home will become available outside the U.S. today. Also,..."
"Tue, Apr. 16, 2013","1B people will be using Android (NASDAQ:GOOG) phones within 6-9 months, and 2B within a year or..."
"Mon, Apr. 15, 2013",Facebook (NASDAQ:FB) is talking with Apple (NASDAQ:AAPL) and Microsoft (NASDAQ:MSFT) about...
"Mon, Apr. 15, 2013","""Facebook Home (NASDAQ:FB) is a play for the international market,"" argues AllThingsD's Mike..."
"Fri, Apr. 12, 2013","Though much of the tech press gave it positive (albeit subdued) reviews, Facebook Home (FB..."
"Thu, Apr. 11, 2013","Facebook (NASDAQ:FB) roundup: 1) Facebook has acquired Osmeta, a mobile software startup that..."
"Wed, Apr. 10, 2013",Facebook (FB +4.1%) roundup: 1) Sterne Agee's Arvind Bhatia is raising hit PT to $37 and...
"Wed, Apr. 10, 2013",Facebook (FB +3.9%) rallies as Home receives positive (but generally not glowing) reviews....
"Wed, Apr. 10, 2013",Facebook (NASDAQ:FB) is due to launch a new tool today that will help advertisers directly...
"Tue, Apr. 09, 2013",Welcome back: 11 months after GM famously halted its Facebook (NASDAQ:FB) ad efforts shortly...
"Tue, Apr. 09, 2013","Oppenheimer's Jason Helfstein cuts his 2013/2014 estimates for Facebook (FB -0.5%), citing..."
"Mon, Apr. 08, 2013",Facebook (FB -1.9%) unfurls a TV/Web ad blitz to promote Facebook Home ahead of its Friday...
"Fri, Apr. 05, 2013","The sell-side loves the Facebook Home launch. Argus has upgraded Facebook (FB +0.7%) to Buy, and..."
"Thu, Apr. 04, 2013","""With phones, there’s no room for a right-hand column of ads. That forced us to think..."
"Thu, Apr. 04, 2013","A little more on Facebook Home: Cover Feed, Home's news feed-driven home page and lock screen,..."
"Thu, Apr. 04, 2013",More on Facebook Home: Facebook will make Home available for download on April 12 via Google...
"Thu, Apr. 04, 2013","""What if we didn't design phones so that they're apps first,"" but instead were ""people first?,""..."
"Thu, Apr. 04, 2013",Facebook (NASDAQ:FB) is set to showcase a moderately priced HTC-made phone today that will run...
"Wed, Apr. 03, 2013","eMarketer hikes its 2013 and 2014 U.S. mobile ad sales forecasts to $7.29B and $11.3B, above the..."
"Wed, Apr. 03, 2013","Though Sheryl Sandberg intends to remain Facebook's (NASDAQ:FB) COO for now, she might later..."
"Wed, Apr. 03, 2013","Facebook's (FB +2.9%) custom Android home page/UI ""incorporates a minimal aesthetic with a lot..."
"Wed, Apr. 03, 2013",JPMorgan's analysis of PC/mobile data indicates Facebook (FB +3.6%) engagement remains steady...
"Tue, Apr. 02, 2013","Groupon (GRPN -6.9%) ""has a largely unproven business model, a wide ranging global business mix..."
"Mon, Apr. 01, 2013",Does Facebook (NASDAQ:FB) need to worry about mobile messaging platforms? Reuters and the WSJ...
"Mon, Apr. 01, 2013",Details about Facebook's (FB -0.3%) Thursday Android event continue to leak out. Android Police...
"Thu, Mar. 28, 2013","""Come See Our New Home on Android,"" reads an invite to a Facebook (FB) event set for 1PM ET on..."
"Wed, Mar. 27, 2013","Twitter's ad sales will more than double this year to $582.5M and hit $950M in 2014, predicts..."
"Tue, Mar. 26, 2013","250M Facebook (NASDAQ:FB) users play games each month, the company announces. That's up from..."
"Tue, Mar. 26, 2013","An ""alpha"" test has begun for extending Facebook (FB) increasingly popular FBX exchange ads to..."
"Mon, Mar. 25, 2013",Pandora (P +2.2%) finished higher after comScore pegged its February U.S. audience at 65.1M (52M...
"Mon, Mar. 25, 2013",Facebook's (FB -2.3%) resident best-selling author and COO Sheryl Sandberg sold more than 176K...
"Thu, Mar. 21, 2013","Trying to gain a measure of independence from Facebook (NASDAQ:FB), Zynga (NASDAQ:ZNGA) will let..."
"Wed, Mar. 20, 2013",More alarm bells are raised about the quality of Facebook's (FB -1.8%) ads by BTIG's Richard...
"Tue, Mar. 19, 2013","""Lookalike Audiences"" represents Facebook's (NASDAQ:FB) latest stab at ad targeting: the social..."
"Tue, Mar. 19, 2013",A backlash continues to brew among Facebook (FB -0.6%) developers over policy and algorithm...
"Tue, Mar. 19, 2013","JMP launches coverage on the Internet sector with a bullish bias. Google (NASDAQ:GOOG),..."
"Fri, Mar. 15, 2013",Facebook (NASDAQ:FB) names VP of engineering and 5-year vet Mike Schroepfer its new CTO....
"Fri, Mar. 15, 2013",Facebook (NASDAQ:FB) workers love Mark Zuckerberg: the founder/CEO of the world's biggest social...
"Thu, Mar. 14, 2013","Borrowing another page from Twitter, Facebook (NASDAQ:FB) is planning to incorporate hashtags..."
"Wed, Mar. 13, 2013",Some Facebook (NASDAQ:FB) news: 1) Facebook's Timeline has been updated to place a greater...
"Wed, Mar. 13, 2013","Facebook's (FB -1.8%) mobile ad quality is declining, writes BTIG's Richard Greenfield in a..."
"Tue, Mar. 12, 2013",Computer programs that track how people use Facebook (NASDAQ:FB) can discern undisclosed private...
"Mon, Mar. 11, 2013","Google (NASDAQ:GOOG) remains persona non grata on Facebook's (NASDAQ:FB) FBX ad exchange, which..."
"Sat, Mar. 09, 2013","""It's still just another stream,"" writes the New Yorker's Matt Buchanan of the Facebook..."
"Fri, Mar. 08, 2013",Facebook (NASDAQ:FB) roundup: 1) Facebook has acquired the team behind blogging platform...
"Thu, Mar. 07, 2013","Ad execs see a lot of potential in Facebook's (FB +3.9%) news feed revamp, and so do others. In..."
"Thu, Mar. 07, 2013","Mark Zuckerberg shows off a sleeker, ""mobile-inspired"" news feed design at Facebook's (FB +1.6%)..."
"Thu, Mar. 07, 2013","Facebook (FB +3.3%) catches a bid ahead of its 1PM ET news feed announcement, which will..."
"Wed, Mar. 06, 2013",Facebook (NASDAQ:FB) elects UC San Francisco chancellor and former Genentech president Susan...
"Wed, Mar. 06, 2013",Facebook's (NASDAQ:FB) Thursday news feed event will feature the launch of photo and...
"Tue, Mar. 05, 2013",The Investor Movement Index from TD Ameritrade - measuring clients' market exposure - had the...
"Fri, Mar. 01, 2013","A ""new look"" for Facebook's (FB +1.8%) news feed will be shown off at a March 7 event, according..."
"Thu, Feb. 28, 2013",Facebook (NASDAQ:FB) finally makes its long-rumored purchase of Microsoft's (NASDAQ:MSFT) Atlas...
"Tue, Feb. 26, 2013",Instagram's (NASDAQ:FB) registered base has topped 100M just a month after passing 90M. The...
"Mon, Feb. 25, 2013",Some Facebook (FB +1.3%) news: 1) Facebook is partnering with 18+ carriers in 14 countries to...
"Sun, Feb. 24, 2013",Is Sheryl Sandberg plotting a departure from Facebook (NASDAQ:FB)? In a column discussing Lean...
"Fri, Feb. 22, 2013","Blake Ross, Facebook's (FB -0.6%) product management chief and the co-founder of Mozilla..."
"Sun, Feb. 17, 2013",Facebook (NASDAQ:FB) has reportedly brought in the FBI to help it investigate a malware attack...
"Fri, Feb. 15, 2013","Facebook (FB -0.6%) roundup: 1) Facebook discloses some employee laptops were hacked, but adds..."
"Thu, Feb. 14, 2013","One big buyer of Facebook (NASDAQ:FB) in Q4 was Fidelity, which discloses (13F) a 77.5M share..."
"Thu, Feb. 14, 2013","Tiger Global still owned nearly 10% of Groupon (GRPN - previous) at the end of Q4, the money..."
"Thu, Feb. 14, 2013",A U.S. District Judge has tossed out four class-action lawsuits filed against Mark Zuckerberg...
"Tue, Feb. 12, 2013","""Last year, we saw the emergence of social music. Looking forward, we're excited about movies,..."
"Tue, Feb. 12, 2013","BTIG has joined Bernstein in downgrading Facebook (FB -2.3%). Though lowering shares to Sell,..."
"Mon, Feb. 11, 2013",More on Bernstein's downgrade of Facebook: Analyst Carlos Kirjner thinks improved mobile...
"Mon, Feb. 11, 2013",Facebook (NASDAQ:FB) -1.7% AH after receiving a downgrade to Market Perform from Bernstein. The...
"Mon, Feb. 11, 2013",Facebook (FB -1%) might be on the verge of becoming an online ticket seller: screenshots posted...
"Fri, Feb. 08, 2013",A federal appeals court is scheduled to hear arguments today over when software is patentable....
"Thu, Feb. 07, 2013",Microsoft (NASDAQ:MSFT) could announce a deal to sell its Atlas ad-serving/measurement platform...
"Thu, Feb. 07, 2013",Zynga's (ZNGA -2.8%) U.K. real-money gambling titles (offered in partnership with local player...
"Wed, Feb. 06, 2013","Zynga (ZNGA +9.1%) is adding to its post-earnings gains, maybe with the help of short-covering...."
"Tue, Feb. 05, 2013",Facebook (NASDAQ:FB) roundup: 1) 61% of respondents to a U.S. Pew survey said they had taken a...
"Mon, Feb. 04, 2013","Facebook (NASDAQ:FB) is working on an app that lets users track the locations of ""friends"" who..."
"Mon, Feb. 04, 2013","TD Ameritrade's Investor Movement Index declined to 4.71 in January, but continues to reflect..."
"Mon, Feb. 04, 2013",Facebook (FB -2.7%) is adding to Friday's losses - shares are now down 8% since the Q4 report...
"Fri, Feb. 01, 2013",Are you more interested in Halo 4 than FarmVille 2? Then Facebook (FB -4%) is hoping an upcoming...
"Fri, Feb. 01, 2013","After closing with a sub-1% loss yesterday in response to its Q4 report, Facebook (FB -2.7%) is..."
"Thu, Jan. 31, 2013",Facebook (NASDAQ:FB) is expanding its e-commerce efforts to include the sale of retailer gift...
"Thu, Jan. 31, 2013","In spite of a slew of downgrades, Facebook (FB -0.4%) has nearly erased the big losses it..."
"Thu, Jan. 31, 2013",Premarket gainers: ORCC +82%. WMS-OLD +55%. FTNT +20%. SGMS +15%. JDSU +14%. KERX +14%. ALGN...
